TES POTENSI AKADEMIK,,,,,,,,,,,
#,SINONIM,,,,,,,,,,
#,##,The assignment for Friday is to write .... about World Cup 2002. ,a five-hundred-word-composition ,a five-hundred-words-composition ,a five-hundreds-words-composition ,a five-hundreds-word-composition,A,,,,
#,##,.....is necessary for the development of strong bones and teeth. ,It is calcium ,That calcium ,Calcium ,Although calcium,C,,,,
#,##,I should....because his grades are poor. ,force my second son study ,insist on my second son studying ,make my second son study ,tell my second son study,C,,,,
#,##,I found the mathematic problem to be ,exceedingly difficult ,real difficult ,rather difficulty ,very much difficult,B,,,,
#,##,"Indonesia does not require that U.S citizens obtain VISA to enter the country, and ... ",Vietnam doesn?t either ,Neither Malaysia does ,Singapore does neither ,Either does Aussie,A,,,,
#,##,The president ...... the election by a landslide ,Won ,He won ,Yesterday ,Fortunately,A,,,,
#,##,When ...... the conference? ,The doctor attended ,Did the doctor attend ,The doctor will attend ,The doctor?s attendance,B,,,,
#,##,The North Pole ..... a latitude of 90 degrees north ,It has ,Is having ,Which is having ,Has,D,,,,
#,##,The city of Beverly Hills? is surrounded on ..... the city Los Angeles. ,Its side ,The sides are ,It is the side of ,All sides by,D,,,,
#,##,That?s the ....populer model they sell. ,at least ,less ,at last ,least,D,,,,
#,##,Azis wishes he.....to Ikranegara?s play on the 30th November last year. ,had gone ,went ,has gone ,were going,A,,,,
#,##,Only after food has been dried and canned .... ,that is should be stored for later consumption. ,should be stored for later consumption. ,should it be stored for later consumption. ,It should be stored for later consumption,B,,,,
#,##,"...remarkable achievement in music, Indra Lesmana is appointed to be the judge for the Indonesian Idol 2004. ",His ,By his ,It was his ,For his,D,,,,
#,##,Syaiful Ulum is a noted chemist ....  ,and too a very efficient teacher ,as well as an effective teacher ,however he teaches very good also ,although the teaches very good also,B,,,,
#,ERROR RECOGNITION,Choose the one word or phrase which would not be appropriate in standard written English!,,,,,,,,,
#,##,On the floor of the pacific ocean is hundreds of flat-topped mountains more than a mile beneath sea level ,the floor,is ,flat-topped,more than,B,,,,
#,##,"Killer whales tend to wander in family clusters that hunt, play, and resting together.",tend,to wander,resting,together,C,,,,
#,##,Sapphires weighing as much as two pounds have on occasion mined.,weighing,as ,two pounds,mined,D,,,,
#,##,"Like snakes, lizards can be found on all others continents except Antarctica.",Like,be found,others,except,C,,,,
#,##,"The commandant left strict orders about the passes, several soldiers left the post anyway.",The commandant,left,several soldiers,left,A,,,,
#,##,"Air travel is fast, safe, and it is convenient.",Air travel is ,safe ,it is ,convenient,D,,,,
#,##,The four string on a violin are tuned.,The four,string,are ,tuned,B,,,,
#,##,The Research for the book Roots taking Alex Haley twelve years.,Research,the book ,taking,twelve years,C,,,,
#,##,I just want to stand besides my boyfriend when we go to a concert again someday.,want,besides,a concert,someday,B,,,,
#,##,"Because the torrential rains that had devastated the area, the governor sent the National Guard to assist in the clean-up operation.",Because,torrential,had devastated,to assist in,A,,,,
#,##,A body of volunteers have been organized to aid the helpless in their struggle for survival,A body,have been,helpless,their,B,,,,
#,##,"When a patient?s blood pressure is much higher than it should be, a doctor usually insists that he will not smoke.",much,than,should be ,will not,D,,,,
#,##,"The Library of Congress, with a large number of books in its stacks, attracts students from most every state in the Union.",a large number,its ,students,most every,D,,,,
#,##,Those of us who move during the semester should have their addresses changed at the registrar?s office,who,during,their,at,C,,,,
#,##,"After studying all the new materials, the student was able to rise his test score by twenty-five points.",After studying,new materials,was able,rise,D,,,,
#,READING COMPREHENSION,"Application for admission to the Graduate School at this university must be made on forms provided by the Director of Admission. An applicant whose undergraduate work was done at another institution should request that two copies of undergraduate transcript and degrees be sent directly to the Dean of the Graduate School. Both the applicant and the transcripts must be on file at least one month prior to the registration date, and must be accompanied by a nonrefundable ten-dollar check or money order to cover the cost of processing the application. Students who have already been admitted to the Graduate School but do not enrolled during the previous semester should reapply for admission using a special short form available in the office of the Graduate School. It is not necessary for students who have previously been darned admission to resubmit transcripts: however, new application form must accompany all requests for reconsideration. Application should be submitted at least eight weeks in advance of the session in which the student wishes to enroll. Student whose applications are received after the deadline may be considered for admission as non-degree students and may enroll for six credit hours. Non-degree status must be changed prior to the completion of the first semester of study however. An undergraduate student of this university who has senior status and it is within ten credit hours of completing all requirements for graduation may register for graduate work with the recommendation of the chair person of the department and the approval of the Dean of the Graduate School.",,,,,,,,,
#,##,Where this passage would most probably be found? ,In the university catalog ,In a travel folder ,In a newspaper ,In a textbook,A,,,,
#,##,Which of the following documents must be on file thirty days before the registration date? ,Two copies of recommendation from former professors ,A written approval of the Dean of the Graduate School ,One of the transcripts and an English proficiency score ,"Two copies of undergraduate courses and grades, an application form, and an application fee",D,,,,
#,##,The phrase ?in advance of? is closest in meaning to?. ,into ,on either side of ,after the end of ,prior to,D,,,,
#,##,The author makes all the following observations about non-degree students EXCEPT ,They may be admitted after the deadline ,They may enroll for six credit hours ,They must change their status during the first semester ,They don?t need submit transcripts,D,,,,
#,##,The word ?status? could be best replaced by which of the following? ,Information ,Classification ,Payment ,Agreement,B,,,,
#,##,much does the application processing cost? ,$10 ,$5 ,$100 ,$50 ,A,,,,
#,##,Which of the following that is not needed for applying admission? ,Application form ,Check ,Parents ,Money,C,,,,
#,Reading for next 6 questions,"The Torajan people of South Sulawesi have a unique way of burying the dead. They believe that if somebody dies, she/he enters puya, a place for the dead. They also believe that someone who enters puya must show her/his social status when alive. That is way the funeral ceremony for a person who had a high position in the community may look like a big party or even a carnival. Someone is only really dead when a complete funeral ceremony has been held. Before that, the dead body is considered to be a sick body. The Manggarai people of Flores believe that the spirit of the dead, called poti, stay where they used to stay when they were alive, especially near the bed. After some time, the poti ' live ' in well, big trees, or crossroads near the house. The spirit are there to help them. However, this is believed to last only five days, for then the poti will leave for Mori Karaeng. Mori Karaeng is a place for the dead. The Manggarai people believe that everything in Mori Karaeng is the opposite of the world of the living. So, people break dishes and glasses on the day the dead is supposed to leave for Mori Karaeng, so that when entering Mori Karaeng, she/he has utensils in a good condition.",,,,,,,,,
#,##,In Tanah Toraja a dead body is ........ to be sick before a complete funeral ceremony is  held. ,Treated ,Considered ,Behaved ,Believed,B,,,,
#,##,....... a person who had a high position in the community.(line 4). Community  means.... ,the people ,the Torajan People ,the women ,The men,B,,,,
#,##,According to the Manggarai people the spirit of the dead go to Mori Karaeng ...... ,on the first day of the death ,on the second day of the death ,on the fifth day of the death ,on the sixth day of the death,C,,,,
#,##,Why do the Manggarai People break dishes and glasses on the day that the dead is supposed to leave for Mori Karaeng? ,to honor the dead person ,to honor the Mori Karaeng ,to complete the funeral ceremony ,to have utensils in good condition in Mori Karaeng.,D,,,,
#,##,The word ?them? in line 9 refers to ... ,The Manggarai people. ,The spirits ,The potis ,Mori Karaeng,A,,,,
#,##,A ?puya? is .... ,The grave ,A big tree ,A place for the dead ,Spirit,C,,,,
#,Reading for next 3 questions ,"Recent technological advanced in manned and unmanned under sea vehicles, along with breakthroughs in satellite and computer equipment, have overcome some of the limitations of divers and diving equipment for scientist doing research on the great ocean of the world. Without a vehicle, divers often become sluggish and their mental concentration was severely limited. Because undersea pressure affects their speech organs, comunications among divers has always been difficult or impossible. But today most, oceanographers avoid the use of vurnerale humans divers, prefering to reduce the risk to human life and make direct observations by means of instrument that are lowered in to the ocean from samples taken from the water or photographs made by orbiting satellites. Direct observation by means of the ocean floor can be made not only by divers but also by deep diving submarines in the water and even by technology of sophisticated aerial photography from vantage points above the surface of the water. Some submarines can dive to dephts of more then seven miles and cruise at affects their organs.",,,,,,,,,
#,##,Divers have had problem in comunicating uderwater ... ,The pressure affected their speech organs ,The vehicles they used have not been prefected ,They didn?t pronounce clearly ,The water destroy their speech organs,A,,,,
#,##,This passage suggest that the succesful exploration of the ocean depend upon ... ,Vehicles as well as divers ,Radio that divers use to communicate ,Controlling currents and their weather ,Direct observation,A,,,,
#,##,The limitation of diving equipmentUndersea vehicles ... ,are too small for a man to fit inside ,Are very slow to respond ,Have the some limitation that divers have ,Make direct observation of the ocean floor,D,,,,
#,Reading for next 4 questions ,"The rate of inflation is the percentage increase in the general level of price in a given period. It is normally measured by taking the change in a price index which captures the prices of a broad range of goods (such as the retail price index in the UK) over a period of a year. Inflation has two key features. First, it is a continuous rather than a one-off process. Inflation occurs where price are being marked up on a regular basis. In contrast, if prices double overnight but then remain stable, there would not be an inflation problem. Second, inflation is increase in the general level of prices rather than an increase in the price of a specific good. We need to distinguish between general inflation and the change in relative price which occurs in any market economy. For example, food prices may be rising but this could be offset by declines in the prices of computers, hand phones, and videos. While this may have important social consequences, it is a change in relative rather than general prices and so in principle is not inflation.",,,,,,,,,
#,##,What is the topic of the text above? ,Increase in a good price ,The rate of inflation ,The change in a price index ,The increase of inflation,D,,,,
#,##,"According to the text, which is not true? ",A change in relative rather than general prices and so in principle is not inflation ,Inflation is the increase in the general level of prices ,Inflation occurs where price are being marked down on a regular basis ,Prices double overnight but then remain stable is not an inflation problem,C,,,,
#,##,What is ?Distinguish? means? ,To recognize the difference between things ,To compare between things ,To classify something ,To contradict the difference of two things,A,,,,
#,##,The word ?declines? means .... ,Rise ,Raise ,Decrease ,move,C,,,,
,,,,,,,,, ,,
